Tourist_ID,Timestamp,Latitude,Longitude
T0005,2025-09-07 23:49:57.191828,25.589523,91.924278
T0005,2025-09-07 23:54:57.191828,25.560781,91.846656
T0005,2025-09-07 23:59:57.191828,25.566416,91.901676
T0005,2025-09-08 00:04:57.191828,25.580441,91.93545
T0005,2025-09-08 00:09:57.191828,25.567805,91.942263
T0005,2025-09-08 00:14:57.191828,25.538209,91.862194
T0005,2025-09-08 00:19:57.191828,25.613456,91.898087
T0005,2025-09-08 00:24:57.191828,25.573145,91.864418
T0005,2025-09-08 00:29:57.191828,25.529587,91.893238
T0005,2025-09-08 00:34:57.191828,25.601083,91.872138
T0005,2025-09-08 00:39:57.191828,25.607377,91.907528
T0005,2025-09-08 00:44:57.191828,25.573921,91.879555
T0005,2025-09-08 00:49:57.191828,25.57774,91.924293
T0006,2025-09-07 22:24:57.191828,25.615586,91.854988
T0006,2025-09-07 22:29:57.191828,25.605951,91.888512
T0006,2025-09-07 22:34:57.191828,25.530926,91.900591
T0006,2025-09-07 22:39:57.191828,25.549842,91.885624
T0006,2025-09-07 22:44:57.191828,25.571063,91.860986
T0006,2025-09-07 22:49:57.191828,25.547499,91.866295
T0006,2025-09-07 22:54:57.191828,25.577276,91.937242
T0006,2025-09-07 22:59:57.191828,25.577933,91.885616
T0006,2025-09-07 23:04:57.191828,25.596898,91.918028
T0006,2025-09-07 23:09:57.191828,25.604521,91.868427
T0006,2025-09-07 23:14:57.191828,25.624768,91.938442
T0006,2025-09-07 23:19:57.191828,25.588921,91.897173
T0006,2025-09-07 23:24:57.191828,25.557115,91.87887
T0006,2025-09-07 23:29:57.191828,25.53012,91.869736
T0006,2025-09-07 23:34:57.191828,25.590467,91.882728
T0006,2025-09-07 23:39:57.191828,25.589122,91.915226
T0006,2025-09-07 23:44:57.191828,25.556321,91.845624
T0006,2025-09-07 23:49:57.191828,25.594737,91.892752
T0006,2025-09-07 23:54:57.191828,25.547845,91.862087
T0006,2025-09-07 23:59:57.191828,25.554699,91.935498
T0006,2025-09-08 00:04:57.191828,25.551918,91.863895
T0006,2025-09-08 00:09:57.191828,25.543854,91.843644
T0006,2025-09-08 00:14:57.191828,25.542105,91.882682
T0006,2025-09-08 00:19:57.191828,25.530803,91.865307
T0006,2025-09-08 00:24:57.191828,25.596542,91.890183
T0006,2025-09-08 00:29:57.191828,25.626249,91.896252
T0006,2025-09-08 00:34:57.191828,25.612372,91.859967
T0006,2025-09-08 00:39:57.191828,25.585461,91.909617
T0006,2025-09-08 00:44:57.191828,25.586135,91.875933
T0006,2025-09-08 00:49:57.191828,25.59758,91.870199
T0007,2025-09-07 22:24:57.191828,25.55018,91.84595
T0007,2025-09-07 22:29:57.191828,25.620245,91.895631
T0007,2025-09-07 22:34:57.191828,25.599388,91.84546
T0007,2025-09-07 22:39:57.191828,25.613428,91.919057
T0007,2025-09-07 22:44:57.191828,25.594833,91.91687
T0007,2025-09-07 22:49:57.191828,25.61504,91.910692
T0007,2025-09-07 22:54:57.191828,25.599412,91.907244
T0007,2025-09-07 22:59:57.191828,25.567759,91.873567
T0007,2025-09-07 23:04:57.191828,25.622642,91.869588
T0007,2025-09-07 23:09:57.191828,25.623071,91.936888
T0007,2025-09-07 23:14:57.191828,25.604876,91.904307
T0007,2025-09-07 23:19:57.191828,25.561052,91.923713
T0007,2025-09-07 23:24:57.191828,25.625758,91.86816
T0007,2025-09-07 23:29:57.191828,25.560586,91.909185
T0007,2025-09-07 23:34:57.191828,25.533428,91.875151
T0007,2025-09-07 23:39:57.191828,25.540514,91.849242
T0007,2025-09-07 23:44:57.191828,25.627311,91.852757
T0007,2025-09-07 23:49:57.191828,25.590767,91.913243
T0007,2025-09-07 23:54:57.191828,25.545011,91.870583
T0007,2025-09-07 23:59:57.191828,25.543316,91.9355
T0007,2025-09-08 00:04:57.191828,25.568762,91.904882
T0007,2025-09-08 00:09:57.191828,25.601699,91.851654
T0007,2025-09-08 00:14:57.191828,25.624471,91.879297
T0007,2025-09-08 00:19:57.191828,25.564406,91.924015
T0007,2025-09-08 00:24:57.191828,25.60171,91.848477
T0007,2025-09-08 00:29:57.191828,25.548747,91.864685
T0007,2025-09-08 00:34:57.191828,25.578825,91.880418
T0007,2025-09-08 00:39:57.191828,25.582424,91.857994
T0007,2025-09-08 00:44:57.191828,25.556701,91.87173
T0007,2025-09-08 00:49:57.191828,25.553358,91.865341
T0008,2025-09-07 22:24:57.191828,25.614911,91.88259
T0008,2025-09-07 22:29:57.191828,25.581834,91.932109
T0008,2025-09-07 22:34:57.191828,25.613333,91.876956
T0008,2025-09-07 22:39:57.191828,25.577125,91.895231
T0008,2025-09-07 22:44:57.191828,25.588859,91.921958
T0008,2025-09-07 22:49:57.191828,25.623369,91.888455
T0008,2025-09-07 22:54:57.191828,25.551926,91.907005
T0008,2025-09-07 22:59:57.191828,25.594856,91.897636
T0008,2025-09-07 23:04:57.191828,25.580051,91.902703
T0008,2025-09-07 23:09:57.191828,25.596836,91.930007
T0008,2025-09-07 23:14:57.191828,25.576719,91.885447
T0008,2025-09-07 23:19:57.191828,25.623685,91.881207
T0008,2025-09-07 23:24:57.191828,25.6011,91.86537
T0008,2025-09-07 23:29:57.191828,25.58956,91.933614
T0008,2025-09-07 23:34:57.191828,25.577578,91.845006
T0008,2025-09-07 23:39:57.191828,25.545871,91.871345
T0008,2025-09-07 23:44:57.191828,25.56476,91.916161
T0008,2025-09-07 23:49:57.191828,25.613725,91.933701
T0008,2025-09-07 23:54:57.191828,25.542042,91.889025
T0008,2025-09-07 23:59:57.191828,25.547242,91.84935
T0008,2025-09-08 00:04:57.191828,25.585893,91.933565
T0008,2025-09-08 00:09:57.191828,25.552718,91.905293
T0008,2025-09-08 00:14:57.191828,25.59319,91.89112
T0008,2025-09-08 00:19:57.191828,25.558615,91.874933
T0008,2025-09-08 00:24:57.191828,25.580261,91.898119
T0008,2025-09-08 00:29:57.191828,25.544712,91.916711
T0008,2025-09-08 00:34:57.191828,25.559225,91.919395
T0008,2025-09-08 00:39:57.191828,25.575691,91.894959
T0008,2025-09-08 00:44:57.191828,25.62721,91.886426
T0008,2025-09-08 00:49:57.191828,25.546979,91.933819
T0009,2025-09-07 22:24:57.191828,25.570047,91.914217
T0009,2025-09-07 22:29:57.191828,25.580197,91.937916
T0009,2025-09-07 22:34:57.191828,25.595863,91.923848
T0009,2025-09-07 22:39:57.191828,25.555233,91.859634
T0009,2025-09-07 22:44:57.191828,25.620448,91.928908
T0009,2025-09-07 22:49:57.191828,25.588941,91.847667
T0009,2025-09-07 22:54:57.191828,25.553006,91.913875
T0009,2025-09-07 22:59:57.191828,25.618275,91.857819
T0009,2025-09-07 23:04:57.191828,25.55935,91.853407
T0009,2025-09-07 23:09:57.191828,25.578688,91.869593
T0009,2025-09-07 23:14:57.191828,25.564961,91.909795
T0009,2025-09-07 23:19:57.191828,25.619212,91.931415
T0009,2025-09-07 23:24:57.191828,25.619408,91.901462
T0009,2025-09-07 23:29:57.191828,25.615567,91.873551
T0009,2025-09-07 23:34:57.191828,25.59602,91.869944
T0009,2025-09-07 23:39:57.191828,25.59303,91.880809
T0009,2025-09-07 23:44:57.191828,25.596255,91.929696
T0009,2025-09-07 23:49:57.191828,25.557392,91.940704
T0009,2025-09-07 23:54:57.191828,25.623501,91.891117
T0009,2025-09-07 23:59:57.191828,25.565715,91.881463
T0009,2025-09-08 00:04:57.191828,25.557961,91.942526
T0009,2025-09-08 00:09:57.191828,25.557368,91.885688
T0009,2025-09-08 00:14:57.191828,25.625072,91.853897
T0009,2025-09-08 00:19:57.191828,25.578004,91.875903
T0009,2025-09-08 00:24:57.191828,25.551246,91.862073
T0009,2025-09-08 00:29:57.191828,25.608236,91.895727
T0009,2025-09-08 00:34:57.191828,25.534278,91.894568
T0009,2025-09-08 00:39:57.191828,25.595979,91.878674
T0009,2025-09-08 00:44:57.191828,25.555178,91.909079
T0009,2025-09-08 00:49:57.191828,25.621116,91.929752
T0010,2025-09-07 22:24:57.191828,25.607124,91.860854
T0010,2025-09-07 22:29:57.191828,25.528944,91.880148
T0010,2025-09-07 22:34:57.191828,25.547247,91.924829
T0010,2025-09-07 22:39:57.191828,25.553059,91.862069
T0010,2025-09-07 22:44:57.191828,25.569994,91.870815
T0010,2025-09-07 22:49:57.191828,25.578692,91.860365
T0010,2025-09-07 22:54:57.191828,25.584057,91.933291
T0010,2025-09-07 22:59:57.191828,25.614534,91.891262
T0010,2025-09-07 23:04:57.191828,25.599238,91.92234
T0010,2025-09-07 23:09:57.191828,25.607163,91.899843
T0010,2025-09-07 23:14:57.191828,25.561888,91.908105
T0010,2025-09-07 23:19:57.191828,25.609279,91.868783
T0010,2025-09-07 23:24:57.191828,25.628424,91.898132
T0010,2025-09-07 23:29:57.191828,25.576405,91.899983
T0010,2025-09-07 23:34:57.191828,25.542656,91.848694
T0010,2025-09-07 23:39:57.191828,25.628508,91.844563
T0010,2025-09-07 23:44:57.191828,25.579361,91.942294
T0010,2025-09-07 23:49:57.191828,25.554596,91.844083
T0010,2025-09-07 23:54:57.191828,25.580123,91.891348
T0010,2025-09-07 23:59:57.191828,25.604801,91.845089
T0010,2025-09-08 00:04:57.191828,25.613203,91.927387
T0010,2025-09-08 00:09:57.191828,25.531551,91.942846
T0010,2025-09-08 00:14:57.191828,25.558814,91.892843
T0010,2025-09-08 00:19:57.191828,25.587699,91.87904
T0010,2025-09-08 00:24:57.191828,25.549972,91.936191
T0010,2025-09-08 00:29:57.191828,25.577861,91.913223
T0010,2025-09-08 00:34:57.191828,25.557723,91.867966
T0010,2025-09-08 00:39:57.191828,25.575583,91.926639
T0010,2025-09-08 00:44:57.191828,25.614123,91.849232
T0010,2025-09-08 00:49:57.191828,25.589041,91.857919
T0011,2025-09-07 22:24:57.191828,25.548217,91.854628
T0011,2025-09-07 22:29:57.191828,25.538706,91.913092
T0011,2025-09-07 22:34:57.191828,25.597478,91.886597
T0011,2025-09-07 22:39:57.191828,25.532101,91.911756
T0011,2025-09-07 22:44:57.191828,25.619149,91.864978
T0011,2025-09-07 22:49:57.191828,25.537567,91.892425
T0011,2025-09-07 22:54:57.191828,25.583678,91.926513
T0011,2025-09-07 22:59:57.191828,25.590683,91.922378
T0011,2025-09-07 23:04:57.191828,25.613451,91.905635
T0011,2025-09-07 23:09:57.191828,25.61541,91.860244
T0011,2025-09-07 23:14:57.191828,25.56626,91.908156
T0011,2025-09-07 23:19:57.191828,25.5628,91.854315
T0011,2025-09-07 23:24:57.191828,25.618112,91.891046
T0011,2025-09-07 23:29:57.191828,25.552097,91.933693
T0011,2025-09-07 23:34:57.191828,25.531189,91.938271
T0011,2025-09-07 23:39:57.191828,25.608396,91.929637
T0011,2025-09-07 23:44:57.191828,25.616601,91.84678
T0011,2025-09-07 23:49:57.191828,25.536169,91.887481
T0011,2025-09-07 23:54:57.191828,25.53668,91.857948
T0011,2025-09-07 23:59:57.191828,25.539565,91.854203
T0011,2025-09-08 00:04:57.191828,25.5949,91.883408
T0011,2025-09-08 00:09:57.191828,25.61148,91.8861
T0011,2025-09-08 00:14:57.191828,25.559642,91.90292
T0011,2025-09-08 00:19:57.191828,25.529746,91.889388
T0011,2025-09-08 00:24:57.191828,25.613035,91.851477
T0011,2025-09-08 00:29:57.191828,25.531666,91.926683
T0011,2025-09-08 00:34:57.191828,25.583275,91.923514
T0011,2025-09-08 00:39:57.191828,25.553923,91.861085
T0011,2025-09-08 00:44:57.191828,25.569963,91.880351
T0011,2025-09-08 00:49:57.191828,25.622012,91.843479
T0012,2025-09-07 22:24:57.191828,25.570381,91.913995
T0012,2025-09-07 22:29:57.191828,25.53699,91.93919
T0012,2025-09-07 22:34:57.191828,25.602181,91.845947
T0012,2025-09-07 22:39:57.191828,25.595722,91.897665
T0012,2025-09-07 22:44:57.191828,25.591254,91.919912
T0012,2025-09-07 22:49:57.191828,25.600483,91.940082
T0012,2025-09-07 22:54:57.191828,25.55937,91.862086
T0012,2025-09-07 22:59:57.191828,25.614254,91.875575
T0012,2025-09-07 23:04:57.191828,25.628749,91.845196
T0012,2025-09-07 23:09:57.191828,25.628495,91.892593
T0012,2025-09-07 23:14:57.191828,25.547968,91.862976
T0012,2025-09-07 23:19:57.191828,25.625946,91.939327
T0012,2025-09-07 23:24:57.191828,25.592553,91.860211
T0012,2025-09-07 23:29:57.191828,25.617248,91.855448
T0012,2025-09-07 23:34:57.191828,25.538726,91.880007
T0012,2025-09-07 23:39:57.191828,25.587935,91.89028
T0012,2025-09-07 23:44:57.191828,25.545578,91.849978
T0012,2025-09-07 23:49:57.191828,25.531767,91.923758
T0012,2025-09-07 23:54:57.191828,25.586389,91.843962
T0012,2025-09-07 23:59:57.191828,25.575406,91.929025
T0012,2025-09-08 00:04:57.191828,25.545491,91.909391
T0012,2025-09-08 00:09:57.191828,25.606594,91.940617
T0012,2025-09-08 00:14:57.191828,25.583799,91.917595
T0012,2025-09-08 00:19:57.191828,25.585907,91.931438
T0012,2025-09-08 00:24:57.191828,25.530627,91.92698
T0012,2025-09-08 00:29:57.191828,25.624524,91.845413
T0012,2025-09-08 00:34:57.191828,25.572563,91.909348
T0012,2025-09-08 00:39:57.191828,25.606337,91.855399
T0012,2025-09-08 00:44:57.191828,25.605662,91.934497
T0012,2025-09-08 00:49:57.191828,25.544158,91.858486
T0013,2025-09-07 22:24:57.192827,25.588249,91.934259
T0013,2025-09-07 22:29:57.192827,25.627186,91.875851
T0013,2025-09-07 22:34:57.192827,25.580846,91.868055
T0013,2025-09-07 22:39:57.192827,25.576569,91.914175
T0013,2025-09-07 22:44:57.192827,25.555231,91.887955
T0013,2025-09-07 22:49:57.192827,25.580746,91.860663
T0013,2025-09-07 22:54:57.192827,25.599253,91.909899
T0013,2025-09-07 22:59:57.192827,25.569262,91.84776
T0013,2025-09-07 23:04:57.192827,25.583247,91.881061
T0013,2025-09-07 23:09:57.192827,25.623505,91.878556
T0013,2025-09-07 23:14:57.192827,25.569228,91.876263
T0013,2025-09-07 23:19:57.192827,25.569997,91.913231
T0013,2025-09-07 23:24:57.192827,25.584763,91.90086
T0013,2025-09-07 23:29:57.192827,25.584953,91.930673
T0013,2025-09-07 23:34:57.192827,25.602369,91.863297
T0013,2025-09-07 23:39:57.192827,25.605659,91.931307
T0013,2025-09-07 23:44:57.192827,25.544275,91.904055
T0013,2025-09-07 23:49:57.192827,25.573058,91.938407
T0013,2025-09-07 23:54:57.192827,25.601216,91.863907
T0013,2025-09-07 23:59:57.192827,25.615316,91.943147
T0013,2025-09-08 00:04:57.192827,25.598675,91.869088
T0013,2025-09-08 00:09:57.192827,25.559796,91.93461
T0013,2025-09-08 00:14:57.192827,25.567161,91.934997
T0013,2025-09-08 00:19:57.192827,25.565572,91.87778
T0013,2025-09-08 00:24:57.192827,25.581462,91.882651
T0013,2025-09-08 00:29:57.192827,25.618134,91.875243
T0013,2025-09-08 00:34:57.192827,25.570733,91.873463
T0013,2025-09-08 00:39:57.192827,25.62446,91.87667
T0013,2025-09-08 00:44:57.192827,25.579407,91.921555
T0013,2025-09-08 00:49:57.192827,25.546353,91.898047
T0014,2025-09-07 22:24:57.192827,25.566259,91.919514
T0014,2025-09-07 22:29:57.192827,25.588467,91.8494
T0014,2025-09-07 22:34:57.192827,25.603866,91.937156
T0014,2025-09-07 22:39:57.192827,25.580726,91.911765
T0014,2025-09-07 22:44:57.192827,25.540562,91.888642
T0014,2025-09-07 22:49:57.192827,25.587413,91.878922
T0014,2025-09-07 22:54:57.192827,25.600761,91.925983
T0014,2025-09-07 22:59:57.192827,25.560726,91.923147
T0014,2025-09-07 23:04:57.192827,25.579998,91.923141
T0014,2025-09-07 23:09:57.192827,25.531924,91.850298
T0014,2025-09-07 23:14:57.192827,25.569613,91.938907
T0014,2025-09-07 23:19:57.192827,25.616302,91.852507
T0014,2025-09-07 23:24:57.192827,25.580039,91.882982
T0014,2025-09-07 23:29:57.192827,25.609937,91.941785
T0014,2025-09-07 23:34:57.192827,25.616809,91.9005
T0014,2025-09-07 23:39:57.192827,25.588111,91.933344
T0014,2025-09-07 23:44:57.192827,25.5839,91.900429
T0014,2025-09-07 23:49:57.192827,25.594328,91.844355
T0014,2025-09-07 23:54:57.192827,25.593601,91.903203
T0014,2025-09-07 23:59:57.192827,25.561032,91.936217
T0014,2025-09-08 00:04:57.192827,25.592358,91.878514
T0014,2025-09-08 00:09:57.192827,25.559674,91.848945
T0014,2025-09-08 00:14:57.192827,25.567398,91.926995
T0014,2025-09-08 00:19:57.192827,25.583491,91.926045
T0014,2025-09-08 00:24:57.192827,25.588041,91.928158
T0014,2025-09-08 00:29:57.192827,25.533355,91.898902
T0014,2025-09-08 00:34:57.192827,25.572892,91.851583
T0014,2025-09-08 00:39:57.192827,25.538714,91.875525
T0014,2025-09-08 00:44:57.192827,25.588348,91.850731
T0014,2025-09-08 00:49:57.192827,25.604341,91.899059
T0015,2025-09-07 22:24:57.192827,25.547471,91.895728
T0015,2025-09-07 22:29:57.192827,25.602166,91.861361
T0015,2025-09-07 22:34:57.192827,25.605873,91.852621
T0015,2025-09-07 22:39:57.192827,25.569392,91.917511
T0015,2025-09-07 22:44:57.192827,25.569764,91.929208
T0015,2025-09-07 22:49:57.192827,25.537848,91.928228
T0015,2025-09-07 22:54:57.192827,25.621549,91.926179
T0015,2025-09-07 22:59:57.192827,25.60285,91.917117
T0015,2025-09-07 23:04:57.192827,25.597431,91.909734
T0015,2025-09-07 23:09:57.192827,25.613029,91.908137
T0015,2025-09-07 23:14:57.192827,25.626395,91.933844
T0015,2025-09-07 23:19:57.192827,25.582682,91.865946
T0015,2025-09-07 23:24:57.192827,25.552358,91.936801
T0015,2025-09-07 23:29:57.192827,25.601347,91.904413
T0015,2025-09-07 23:34:57.192827,25.571363,91.932018
T0015,2025-09-07 23:39:57.192827,25.585377,91.940778
T0015,2025-09-07 23:44:57.192827,25.585323,91.892193
T0015,2025-09-07 23:49:57.192827,25.615573,91.92001
T0015,2025-09-07 23:54:57.192827,25.593846,91.88252
T0015,2025-09-07 23:59:57.192827,25.601033,91.879101
T0015,2025-09-08 00:04:57.192827,25.623833,91.915335
T0015,2025-09-08 00:09:57.192827,25.57703,91.86887
T0015,2025-09-08 00:14:57.192827,25.615764,91.84764
T0015,2025-09-08 00:19:57.192827,25.614304,91.856559
T0015,2025-09-08 00:24:57.192827,25.574339,91.877694
T0015,2025-09-08 00:29:57.192827,25.588838,91.854967
T0015,2025-09-08 00:34:57.192827,25.567576,91.855444
T0015,2025-09-08 00:39:57.192827,25.622332,91.940491
T0015,2025-09-08 00:44:57.192827,25.545078,91.846398
T0015,2025-09-08 00:49:57.192827,25.537107,91.872362
T0016,2025-09-07 22:24:57.192827,25.562244,91.935425
T0016,2025-09-07 22:29:57.192827,25.558454,91.87888
T0016,2025-09-07 22:34:57.192827,25.569502,91.914732
T0016,2025-09-07 22:39:57.192827,25.539314,91.899225
T0016,2025-09-07 22:44:57.192827,25.573199,91.917947
T0016,2025-09-07 22:49:57.192827,25.588913,91.904377
T0016,2025-09-07 22:54:57.192827,25.57855,91.939707
T0016,2025-09-07 22:59:57.192827,25.572265,91.927344
T0016,2025-09-07 23:04:57.192827,25.56506,91.867795
T0016,2025-09-07 23:09:57.192827,25.543651,91.93662
T0016,2025-09-07 23:14:57.192827,25.556729,91.893052
T0016,2025-09-07 23:19:57.192827,25.535607,91.937449
T0016,2025-09-07 23:24:57.192827,25.616383,91.926068
T0016,2025-09-07 23:29:57.192827,25.608212,91.934656
T0016,2025-09-07 23:34:57.192827,25.627375,91.904834
